name,mass (g),GeoLocation
Northwest Africa 2937,351,
Northwest Africa 2938,7000,
Northwest Africa 2939,107,
Northwest Africa 2940,138,
Northwest Africa 2941,115,
Northwest Africa 2942,345,
Northwest Africa 2943,300,
Northwest Africa 2944,797,
Northwest Africa 2945,214,
Northwest Africa 2946,149,
Northwest Africa 2947,1545,
Northwest Africa 2948,1195,
Northwest Africa 2949,1365,
Northwest Africa 2950,946,
Northwest Africa 2954,1246,
Northwest Africa 2955,231,
Northwest Africa 2956,161,
Northwest Africa 2957,362,
Northwest Africa 2958,540,
Northwest Africa 2959,121,
Northwest Africa 2960,433,
Northwest Africa 2961,459,
Northwest Africa 2962,230,
Northwest Africa 2963,354,
Northwest Africa 2964,207,
Northwest Africa 2965,100000,
Northwest Africa 2967,72,
Northwest Africa 2968,268,
Northwest Africa 2969,12,
Northwest Africa 2970,108,
Northwest Africa 2973,156,
Northwest Africa 2974,668,
Northwest Africa 2975,70,
Northwest Africa 2976,219,
Northwest Africa 2977,233,
Northwest Africa 2979,23,
Northwest Africa 2981,19,
Northwest Africa 2986,201,"(0.000000, 0.000000)"
Northwest Africa 2988,4602,
Northwest Africa 2990,363,
Northwest Africa 2993,625,
Northwest Africa 2994,4756,
Northwest Africa 2995,538,
Northwest Africa 2996,968,
Northwest Africa 2997,43,
Northwest Africa 2998,163,
Northwest Africa 2999,392,
Northwest Africa 3000,218,
Northwest Africa 3001,509,
Northwest Africa 3002,922,
Northwest Africa 3003,351,
Northwest Africa 3004,175,
Northwest Africa 3005,70,
Northwest Africa 3006,68,
Northwest Africa 3007,224,
Northwest Africa 3008,157,
Northwest Africa 3009,1500,
Northwest Africa 301,2150,
Northwest Africa 3010,690,
Northwest Africa 3011,8640,
Northwest Africa 3012,4168,
Northwest Africa 3013,3122,
Northwest Africa 3014,2673,
Northwest Africa 3015,986,
Northwest Africa 3016,305,
Northwest Africa 3017,1070,
Northwest Africa 302,211,
Northwest Africa 303,158,
Northwest Africa 3043,1440,
Northwest Africa 3044,58,
Northwest Africa 3045,2400,
Northwest Africa 3046,80,
Northwest Africa 3047,78,
Northwest Africa 3048,63,
Northwest Africa 3049,21,
Northwest Africa 305,210,
Northwest Africa 3050,315,
Northwest Africa 3051,1788,
Northwest Africa 3052,27,
Northwest Africa 3255,147,"(0.000000, 0.000000)"
Northwest Africa 3053,70,
Northwest Africa 3054,2613,
Northwest Africa 3055,1600,
Northwest Africa 3056,68,
Northwest Africa 3057,138,
Northwest Africa 3058,750,
Northwest Africa 3059,203,
Northwest Africa 306,182,
Northwest Africa 3060,147,
Northwest Africa 3061,490,
Northwest Africa 3062,89,
Northwest Africa 3063,813,
Northwest Africa 3064,1074,
Northwest Africa 3065,114,
Northwest Africa 3066,35,
Northwest Africa 3067,140,
Northwest Africa 3068,148,
Northwest Africa 3069,1200,
Northwest Africa 3070,27,
Northwest Africa 3071,30,
Northwest Africa 3072,150,
Northwest Africa 3073,15,
Northwest Africa 3074,292,
Northwest Africa 3075,446,
Northwest Africa 3076,80,
Northwest Africa 3077,11,
Northwest Africa 3078,733,
Northwest Africa 3079,314,
Northwest Africa 3080,139,
Northwest Africa 3081,208,
Northwest Africa 3082,7,
Northwest Africa 3084,434,
Northwest Africa 3085,300,
Northwest Africa 3086,354,
Northwest Africa 3087,518,
Northwest Africa 3088,171,
Northwest Africa 3089,227,
Northwest Africa 309,308,
Northwest Africa 3090,221,
Northwest Africa 3091,338,
Northwest Africa 3092,276,
Northwest Africa 3093,94,
Northwest Africa 3094,20000,
Northwest Africa 3095,470,
Northwest Africa 3096,232,
Northwest Africa 3097,256,
Northwest Africa 3098,79,
Northwest Africa 3099,179,
Northwest Africa 310,104,
Northwest Africa 3100,136,
Northwest Africa 3101,152,
Northwest Africa 3102,68,
Northwest Africa 3103,74,
Northwest Africa 3104,10000,
Northwest Africa 3105,89,
Northwest Africa 3106,130,
Northwest Africa 3107,67,
Northwest Africa 3108,51,
Northwest Africa 3109,32,
Northwest Africa 311,19,
Northwest Africa 3110,173,
Northwest Africa 3111,356,
Northwest Africa 3112,143,
Northwest Africa 3113,236,
Northwest Africa 3114,70,
Northwest Africa 3115,35,
Northwest Africa 3116,27,
Northwest Africa 3117,234,
Northwest Africa 3118,5895,
Northwest Africa 3119,1073,
Northwest Africa 312,107,
Northwest Africa 3120,68,
Northwest Africa 3121,164,
Northwest Africa 3122,131,
Northwest Africa 3123,48,
Northwest Africa 3124,566,
Northwest Africa 3125,577,
Northwest Africa 3126,173,
Northwest Africa 3127,487,
Northwest Africa 3128,532,
Northwest Africa 3129,132,
Northwest Africa 313,108,
Northwest Africa 3130,671,
Northwest Africa 3131,22,
Northwest Africa 3132,125,
Northwest Africa 3133,4193,
Northwest Africa 3134,970,
Northwest Africa 3135,46,
Northwest Africa 3136,95,
Northwest Africa 3137,931,
Northwest Africa 3138,132,
Northwest Africa 314,71,
Northwest Africa 3140,750,
Northwest Africa 3141,249,
Northwest Africa 3142,44,
Northwest Africa 3143,2335,
Northwest Africa 3145,678,
Northwest Africa 3146,304,
Northwest Africa 3147,290,
Northwest Africa 3148,138,
Northwest Africa 3149,2594,
Northwest Africa 315,64,
Northwest Africa 3151,1500,
Northwest Africa 3152,1496,
Northwest Africa 3153,442,
Northwest Africa 3154,722,"(0.000000, 0.000000)"
Northwest Africa 3155,878,
Northwest Africa 3156,138,
Northwest Africa 3157,52,
Northwest Africa 3158,681,
Northwest Africa 3159,397,
Northwest Africa 3160,34,
Northwest Africa 3161,1815,
Northwest Africa 3162,60,
Northwest Africa 3163,1634,
Northwest Africa 3164,928,
Northwest Africa 3166,135,
Northwest Africa 3169,4500,
Northwest Africa 3170,60,"(0.000000, 0.000000)"
Northwest Africa 3171,506,
Northwest Africa 3172,21029,
Northwest Africa 3175,49,
Northwest Africa 3190,41,
Northwest Africa 3191,263,"(0.000000, 0.000000)"
Northwest Africa 3192,23,"(0.000000, 0.000000)"
Northwest Africa 3193,96,"(0.000000, 0.000000)"
Northwest Africa 3195,16,"(0.000000, 0.000000)"
Northwest Africa 3199,3,"(0.000000, 0.000000)"
Northwest Africa 3200,512,"(0.000000, 0.000000)"
Northwest Africa 3201,1896,"(0.000000, 0.000000)"
Northwest Africa 3202,395,"(0.000000, 0.000000)"
Northwest Africa 3204,762,"(0.000000, 0.000000)"
Northwest Africa 3205,1374,"(0.000000, 0.000000)"
Northwest Africa 3206,174,"(0.000000, 0.000000)"
Northwest Africa 3208,159,"(0.000000, 0.000000)"
Northwest Africa 3211,89,
Northwest Africa 3212,177,
Northwest Africa 3213,147,
Northwest Africa 3214,435,
Northwest Africa 3215,97,
Northwest Africa 3221,39,
Northwest Africa 3222,79,
Northwest Africa 3223,51,
Northwest Africa 3225,1845,"(0.000000, 0.000000)"
Northwest Africa 3226,1076,"(0.000000, 0.000000)"
Northwest Africa 3227,75,"(0.000000, 0.000000)"
Northwest Africa 3228,905,"(0.000000, 0.000000)"
Northwest Africa 3229,841,"(0.000000, 0.000000)"
Northwest Africa 3230,322,"(0.000000, 0.000000)"
Northwest Africa 3231,231,"(0.000000, 0.000000)"
Northwest Africa 3232,49,"(0.000000, 0.000000)"
Northwest Africa 3233,121,"(0.000000, 0.000000)"
Northwest Africa 3234,653,"(0.000000, 0.000000)"
Northwest Africa 3235,2601,"(0.000000, 0.000000)"
Northwest Africa 3236,663,"(0.000000, 0.000000)"
Northwest Africa 3237,638,"(0.000000, 0.000000)"
Northwest Africa 3238,400,"(0.000000, 0.000000)"
Northwest Africa 3239,685,"(0.000000, 0.000000)"
Northwest Africa 3240,4,"(0.000000, 0.000000)"
Northwest Africa 3241,473,"(0.000000, 0.000000)"
Northwest Africa 3242,9,"(0.000000, 0.000000)"
Northwest Africa 3243,542,"(0.000000, 0.000000)"
Northwest Africa 3244,71,"(0.000000, 0.000000)"
Northwest Africa 3245,647,"(0.000000, 0.000000)"
Northwest Africa 3246,424,"(0.000000, 0.000000)"
Northwest Africa 3247,100,"(0.000000, 0.000000)"
Northwest Africa 3248,338,"(0.000000, 0.000000)"
Northwest Africa 3249,114,"(0.000000, 0.000000)"
Northwest Africa 3250,916,"(0.000000, 0.000000)"
Northwest Africa 3251,928,"(0.000000, 0.000000)"
Northwest Africa 3252,83,"(0.000000, 0.000000)"
Northwest Africa 3253,88,"(0.000000, 0.000000)"
Northwest Africa 3254,82,"(0.000000, 0.000000)"
Northwest Africa 3256,137,"(0.000000, 0.000000)"
Northwest Africa 3257,73,"(0.000000, 0.000000)"
Northwest Africa 3258,231,"(0.000000, 0.000000)"
Northwest Africa 3259,240,"(0.000000, 0.000000)"
Northwest Africa 3261,344,"(0.000000, 0.000000)"
Northwest Africa 3262,182,"(0.000000, 0.000000)"
Northwest Africa 3263,250,"(0.000000, 0.000000)"
Northwest Africa 3264,145,"(0.000000, 0.000000)"
Northwest Africa 3265,132,"(0.000000, 0.000000)"
Northwest Africa 3266,138,"(0.000000, 0.000000)"
Northwest Africa 3267,33,"(0.000000, 0.000000)"
Northwest Africa 3268,174,"(0.000000, 0.000000)"
Northwest Africa 3269,139,"(0.000000, 0.000000)"
Northwest Africa 3270,943,"(0.000000, 0.000000)"
Northwest Africa 3271,113,"(0.000000, 0.000000)"
Northwest Africa 3272,87,"(0.000000, 0.000000)"
Northwest Africa 3273,100,"(0.000000, 0.000000)"
Northwest Africa 3274,107,"(0.000000, 0.000000)"
Northwest Africa 3275,107,"(0.000000, 0.000000)"
Northwest Africa 3276,91,"(0.000000, 0.000000)"
Northwest Africa 3277,2094,"(0.000000, 0.000000)"
Northwest Africa 3278,67,"(0.000000, 0.000000)"
Northwest Africa 3279,33,"(0.000000, 0.000000)"
Northwest Africa 3280,39,"(0.000000, 0.000000)"
Northwest Africa 3281,49,"(0.000000, 0.000000)"
Northwest Africa 3282,56,"(0.000000, 0.000000)"
Northwest Africa 3283,4573,"(0.000000, 0.000000)"
Northwest Africa 3284,66,"(0.000000, 0.000000)"
Northwest Africa 3285,48,"(0.000000, 0.000000)"
Northwest Africa 3286,41,"(0.000000, 0.000000)"
Northwest Africa 3287,30,"(0.000000, 0.000000)"
Northwest Africa 3288,41,"(0.000000, 0.000000)"
Northwest Africa 3289,31,"(0.000000, 0.000000)"
Northwest Africa 3290,80,"(0.000000, 0.000000)"
Northwest Africa 3291,25,"(0.000000, 0.000000)"
Northwest Africa 3292,31,"(0.000000, 0.000000)"
Northwest Africa 3293,13,"(0.000000, 0.000000)"
Northwest Africa 3294,10,"(0.000000, 0.000000)"
Northwest Africa 3295,16,"(0.000000, 0.000000)"
Northwest Africa 3296,15,"(0.000000, 0.000000)"
Northwest Africa 3297,9,"(0.000000, 0.000000)"
Northwest Africa 3298,34,"(0.000000, 0.000000)"
Northwest Africa 3299,489,"(0.000000, 0.000000)"
Northwest Africa 3300,74,"(0.000000, 0.000000)"
Northwest Africa 3301,2,"(0.000000, 0.000000)"
Northwest Africa 3302,42,"(0.000000, 0.000000)"
Northwest Africa 3303,85,"(0.000000, 0.000000)"
Northwest Africa 3304,415,"(0.000000, 0.000000)"
Northwest Africa 3305,82,"(0.000000, 0.000000)"
Northwest Africa 3306,595,"(0.000000, 0.000000)"
Northwest Africa 3307,263,"(0.000000, 0.000000)"
Northwest Africa 3308,327,"(0.000000, 0.000000)"
Northwest Africa 3309,1372,"(0.000000, 0.000000)"
Northwest Africa 3310,679,"(0.000000, 0.000000)"
Northwest Africa 3311,7,"(0.000000, 0.000000)"
Northwest Africa 3312,169,"(0.000000, 0.000000)"
Northwest Africa 3313,245,"(0.000000, 0.000000)"
Northwest Africa 3314,296,"(0.000000, 0.000000)"
Northwest Africa 3315,251,"(0.000000, 0.000000)"
Northwest Africa 3316,280,"(0.000000, 0.000000)"
Northwest Africa 3317,916,"(0.000000, 0.000000)"
Northwest Africa 3318,764,"(0.000000, 0.000000)"
Northwest Africa 3319,221,"(0.000000, 0.000000)"
Northwest Africa 3321,72,"(0.000000, 0.000000)"
Northwest Africa 3322,1442,"(0.000000, 0.000000)"
Northwest Africa 3323,339,"(0.000000, 0.000000)"
Northwest Africa 3324,180,"(0.000000, 0.000000)"
Northwest Africa 3326,23,
Northwest Africa 3327,171,
Northwest Africa 3328,57,
Northwest Africa 3329,252,
Northwest Africa 3330,45,
Northwest Africa 3331,20,
Northwest Africa 3332,21,
Northwest Africa 3333,33,
Northwest Africa 3334,42,"(0.000000, 0.000000)"
Northwest Africa 3335,2250,"(0.000000, 0.000000)"
Northwest Africa 3336,320,
Northwest Africa 3337,530,
Northwest Africa 3338,63,
Northwest Africa 3340,13,
Northwest Africa 3341,91,
Northwest Africa 3342,1250,
Northwest Africa 3343,760,
Northwest Africa 3347,4480,
Northwest Africa 3348,654,
Northwest Africa 3349,297,
Northwest Africa 3350,110,
Northwest Africa 3351,132,
Northwest Africa 3352,7430,
Northwest Africa 3353,3220,
Northwest Africa 3354,723,
Northwest Africa 3355,617,
Northwest Africa 3356,2075,
Northwest Africa 3357,1030,
Northwest Africa 3358,1162,
Northwest Africa 3359,509,
Northwest Africa 3360,112,
Northwest Africa 3361,29,
Northwest Africa 3362,741,
Northwest Africa 3363,801,
Northwest Africa 3364,538,
Northwest Africa 3365,84,
Northwest Africa 3366,245,
Northwest Africa 3367,214,
Northwest Africa 3368,1600,
Northwest Africa 4000,1465,
Northwest Africa 4001,1113,
Northwest Africa 4002,94,
Northwest Africa 4003,357,
Northwest Africa 4004,76,
Northwest Africa 4005,471,
Northwest Africa 4006,758,
Northwest Africa 4007,511,
Northwest Africa 4008,195,
Northwest Africa 4009,856,
Northwest Africa 4010,1676,
Northwest Africa 4011,78,
Northwest Africa 4012,149,
Northwest Africa 4013,21,
Northwest Africa 4014,36,
Northwest Africa 4015,4,
Northwest Africa 4016,82,
Northwest Africa 4017,217,
Northwest Africa 4018,159,
Northwest Africa 4019,505,
Northwest Africa 4020,209,
Northwest Africa 4021,1213,
Northwest Africa 4022,887,
Northwest Africa 4023,17,
Northwest Africa 4024,38,
Northwest Africa 4025,746,
Northwest Africa 4026,266,
Northwest Africa 4027,1024,
Northwest Africa 4028,810,
Northwest Africa 4029,2072,
Northwest Africa 4030,87,
Northwest Africa 4031,390,
Northwest Africa 4032,11,
Northwest Africa 4033,1042,
Northwest Africa 4034,1513,
Northwest Africa 4035,355,
Northwest Africa 4036,22000,
Northwest Africa 4037,300000,
Northwest Africa 4038,23,
Northwest Africa 4039,950,
Northwest Africa 4040,226,
Northwest Africa 4041,42,
Northwest Africa 4042,56,
Northwest Africa 4043,40,
Northwest Africa 4044,1365,
Northwest Africa 4045,1000,
Northwest Africa 4046,140,
Northwest Africa 4047,200,
Northwest Africa 4048,60,
Northwest Africa 4050,58,
Northwest Africa 4051,828,
Northwest Africa 4052,66,
Northwest Africa 4053,610,
Northwest Africa 4054,454,
Northwest Africa 4055,196,
Northwest Africa 4057,103,
Northwest Africa 4058,58,
Northwest Africa 4059,386,
Northwest Africa 4060,292,
Northwest Africa 4061,41,
Northwest Africa 4063,132,
Northwest Africa 4064,131,
Northwest Africa 4065,146,
Northwest Africa 4066,254,
Northwest Africa 4067,335,
Northwest Africa 4068,460,
Northwest Africa 4069,506,
Northwest Africa 4071,600,
Northwest Africa 4072,335,
Northwest Africa 4073,242,
Northwest Africa 4074,216,
Northwest Africa 4075,168,
Northwest Africa 4076,143,
Northwest Africa 4077,90,
Northwest Africa 4078,53,
Northwest Africa 4079,192,
Northwest Africa 4080,99,
Northwest Africa 4081,66,
Northwest Africa 4082,23,
Northwest Africa 4083,78,
Northwest Africa 4084,70,
Northwest Africa 4085,69,
Northwest Africa 4086,38,
Northwest Africa 4087,58,
Northwest Africa 4088,53,
Northwest Africa 4089,97,
Northwest Africa 4090,776,
Northwest Africa 4091,35,
Northwest Africa 4092,148,
Northwest Africa 4093,93,
Northwest Africa 4094,144,
Northwest Africa 4095,83,
Northwest Africa 4096,55,
Northwest Africa 4097,129,
Northwest Africa 4098,1470,
Northwest Africa 4099,361,
Northwest Africa 4101,261,
Northwest Africa 4102,169,
Northwest Africa 4103,113,
Northwest Africa 4104,60,
Northwest Africa 4105,216,
Northwest Africa 4106,55,
Northwest Africa 4107,53,
Northwest Africa 4108,32,
Northwest Africa 4109,233,
Northwest Africa 4110,309,
Northwest Africa 4111,85,
Northwest Africa 4112,45,
Northwest Africa 4113,78,
Northwest Africa 4116,91,
Northwest Africa 4117,70,
Northwest Africa 4118,35,
Northwest Africa 4119,60,
Northwest Africa 4120,15200,
Northwest Africa 4121,750,
Northwest Africa 4122,681,
Northwest Africa 4123,47,
Northwest Africa 4124,82,
Northwest Africa 4125,209,
Northwest Africa 4126,112,
Northwest Africa 4127,54,
Northwest Africa 4128,27,
Northwest Africa 4129,43,
Northwest Africa 4130,254,
Northwest Africa 4131,74,
Northwest Africa 4132,106,
Northwest Africa 4133,100,
Northwest Africa 4134,333,
Northwest Africa 4135,91,
Northwest Africa 4136,78,
Northwest Africa 4137,121,
Northwest Africa 4138,56,
Northwest Africa 4139,341,
Northwest Africa 4140,139,
Northwest Africa 4141,70,
Northwest Africa 4142,63,
Northwest Africa 4143,74,
Northwest Africa 4145,122,
Northwest Africa 4146,306,
Northwest Africa 4147,39,
Northwest Africa 4148,402,
Northwest Africa 4149,400,
Northwest Africa 4150,436,
Northwest Africa 4151,248,
Northwest Africa 4152,92,
Northwest Africa 4153,75,
Northwest Africa 4154,133,
Northwest Africa 4155,247,
Northwest Africa 4156,165,
Northwest Africa 4157,135,
Northwest Africa 4158,78,
Northwest Africa 4159,611,
Northwest Africa 4160,581,
Northwest Africa 4161,575,
Northwest Africa 4162,469,
Northwest Africa 4163,462,
Northwest Africa 4164,459,
Northwest Africa 4165,432,"(0.000000, 0.000000)"
Northwest Africa 4166,397,
Northwest Africa 4167,368,
Northwest Africa 4168,368,
Northwest Africa 4169,362,
Northwest Africa 4170,349,
Northwest Africa 4171,345,
Northwest Africa 4172,327,
Northwest Africa 4173,325,
Northwest Africa 4174,285,
Northwest Africa 4175,280,
Northwest Africa 4176,267,
Northwest Africa 4177,245,
Northwest Africa 4178,244,
Northwest Africa 4179,243,
Northwest Africa 4180,230,
Northwest Africa 4181,224,
Northwest Africa 4182,222,
Northwest Africa 4183,178,
Northwest Africa 4184,166,
Northwest Africa 4185,159,
Northwest Africa 4186,137,
Northwest Africa 4187,121,
Northwest Africa 4188,120,
Northwest Africa 4189,110,
Northwest Africa 4190,106,
Northwest Africa 4191,102,
Northwest Africa 4192,96,
Northwest Africa 4193,50,
Northwest Africa 4195,270,
Northwest Africa 4196,376,
Northwest Africa 4198,259,
Northwest Africa 4199,95,
Northwest Africa 4200,1176,
Northwest Africa 4201,95,
Northwest Africa 4202,84,
Northwest Africa 4203,264,
Northwest Africa 4204,335,
Northwest Africa 4205,2137,
Northwest Africa 4206,69,
Northwest Africa 4207,592,
Northwest Africa 4208,423,
Northwest Africa 4209,10100,
